full_name,position,career_length,position_group
Deon Long,WR,1,WR
Derrick Lott,DL,2,DL
Josue Matias,OL,2,OL
Curtis Riley,DB,6,DB
Mack Brown,RB,4,RB
Dante Fowler,DL,7,DL
P.J. Williams,DB,7,DB
DeAndre Smelter,WR,3,WR
Tevin Mitchel,DB,3,DB
Trent Brown,OL,5,OL
Jake Heaps,QB,1,QB
Chi Chi Ariguzo,LB,1,LB
Titus Davis,WR,2,WR
Jahwan Edwards,RB,1,RB
Brock Hekking,LB,1,LB
Tyrell Adams,LB,7,LB
Brandon Cottom,TE,1,TE
Shakim Phillips,WR,1,WR
Senquez Golson,DB,2,DB
Kenny Bell,WR,3,WR
Andre Debose,WR,1,WR
JaCorey Shepherd,DB,2,DB
Ben Koyack,TE,5,TE
Ifo Ekpre-Olomu,DB,1,DB
Laurence Gibson,OL,3,OL
P.J. Dawson,LB,2,LB
Deshon Foxx,WR,2,WR
Kyle Prater,WR,1,WR
Gerald Christian,TE,2,TE
Antoine Everett,OL,1,OL
Jeff Heuerman,TE,5,TE
Jimmay Mundine,TE,1,TE
Martin Ifedi,DL,2,DL
Collin Rahrig,OL,1,OL
Kevin Short,DB,1,DB
A.J. Cruz,WR,1,WR
Chris Highland,LS,1,SP
Tyrequek Zimmerman,DB,1,DB
Kevin Monangai,RB,1,RB
Jarrod West,WR,1,WR
Ed Williams,WR,1,WR
Trovon Reed,DB,3,DB
Kitt O'Brien,OL,4,OL
Bronson Hill,RB,3,RB
Ross Travis,TE,6,TE
Erik Harris,DB,9,DB
Dexter McCoil,DB,3,DB
Derrick Mathews,LB,2,LB
Cornelius Edison,OL,4,OL
Jamel Johnson,WR,2,WR
Ronnie Shields,TE,1,TE
Matt Dooley,LS,1,SP
Aaron Grymes,DB,2,DB
Anthony Dable,WR,2,WR
Xavier Rush,WR,2,WR
Cleyon Laing,DL,1,DL
Moritz Boehringer,WR,4,WR
Danny Anthrop,WR,1,WR
Andrew Williamson,DB,2,DB
Sterling Bailey,DL,4,DL
Isiah Cage,OL,1,OL
Daniel Davie,DB,1,DB
Darion Griswold,TE,2,TE
Marcus Leak,WR,2,WR
Stefan McClure,DB,3,DB
Mekale McKay,WR,3,WR
Michael Miller,TE,1,TE
Chris Milton,DB,6,DB
Adam Redmond,OL,6,OL
Chester Rogers,WR,7,WR
Anthony Sarao,LB,1,LB
Delvon Simmons,DL,1,DL
Tevaun Smith,WR,3,WR
Darius White,DB,1,DB
Curt Maggitt,LB,1,LB
Maurice Harris,WR,5,WR
Michael Cooper,TE,1,TE
DeMarcus Ayers,WR,3,WR
Tyler Matakevich,LB,9,LB
Anthony Lanier,DL,5,DL
Reggie Diggs,WR,1,WR
Rob Kelley,RB,3,RB
Kevin Bowen,OL,3,OL
Joe Kerridge,RB,4,RB
Josh Ferguson,RB,5,RB
DeForest Buckner,DL,9,DL
Eli Apple,DB,9,DB
Laremy Tunsil,OL,9,OL
Taylor Decker,OL,9,OL
Keanu Neal,DB,8,DB
Ryan Kelly,OL,9,OL
Germain Ifedi,OL,9,OL
Sterling Shepard,WR,9,WR
Kamalei Correa,LB,5,LB
Jarran Reed,DL,9,DL
Deion Jones,LB,9,LB
Mackensie Alexander,DB,7,DB
Cyrus Jones,DB,5,DB
Joe Thuney,OL,9,OL
Austin Hooper,TE,9,TE
C.J. Prosise,RB,6,RB
Nick Vannett,TE,9,TE
Graham Glasgow,OL,9,OL
Vincent Valentine,DL,4,DL
Rees Odhiambo,OL,4,OL
Chris Moore,WR,9,WR
Miles Killebrew,DB,9,DB
Malcolm Mitchell,WR,3,WR
De'Vondre Campbell,LB,9,LB
Hassan Ridgeway,DL,8,DL
Juston Burris,DB,7,DB
Tyler Ervin,RB,5,RB
Willie Beavers,OL,7,OL
Antonio Morrison,LB,3,LB
Blake Martinez,LB,8,LB
Willie Henry,DL,6,DL
Rashard Robinson,DB,6,DB
Kenneth Dixon,RB,5,RB
Dean Lowry,DL,9,DL
Ronald Blair,DL,6,DL
John Theus,OL,2,OL
Matt Judon,LB,8,LB
Quinton Jefferson,DL,9,DL
Paul Perkins,RB,5,RB
Joe Dahl,OL,5,OL
Joe Haeg,OL,7,OL
Brandon Shell,OL,8,OL
K.J. Dillon,DB,2,DB
Kentrell Brothers,LB,5,LB
Trevor Davis,WR,6,WR
D.J. Reader,DL,9,DL
Antwione Williams,LB,4,LB
Alex Collins,RB,5,RB
Tyrone Holmes,DL,4,DL
Jerell Adams,TE,6,TE
David Morgan,TE,5,TE
Jake Rudock,QB,5,QB
Wes Schweitzer,OL,9,OL
Kyle Murphy,OL,6,OL
Brandon Allen,QB,9,QB
Anthony Zettel,DL,6,DL
Jeff Driskel,QB,9,QB
Kamu Grugier-Hill,LB,9,LB
Maurice Canady,DB,7,DB
Jimmy Landes,LS,1,SP
Kelvin Taylor,RB,2,RB
Aaron Burbridge,WR,3,WR
Elandon Roberts,LB,9,LB
Joey Hunt,OL,8,OL
Travis Feeney,LB,1,LB
Ted Karras,OL,9,OL
Brandon Doughty,QB,2,QB
Devin Lucien,WR,3,WR
Stephen Weatherly,DL,7,DL
Lac Edwards,P,4,SP
Dwayne Washington,RB,8,RB
Devin Fuller,WR,2,WR
Trevor Bates,LB,3,LB
Kenny Lawler,WR,2,WR
Jayron Kearse,DB,8,DB
Austin Blythe,OL,7,OL
Prince Charles Iworah,DB,3,DB
Pearce Slater,OL,1,OL
Trevone Boykin,QB,2,QB
Kyle Peko,DL,9,DL
Kalif Raymond,WR,9,WR
DeAndre Elliott,DB,3,DB
George Fant,OL,9,OL
Steve Longa,LB,5,LB
Tre Madden,RB,3,RB
Tanner McEvoy,WR,4,WR
David Perkins,DL,1,DL
Tyvis Powell,DB,5,DB
Bralon Addison,WR,1,WR
Bobo Beathard,NAN,1,OTHER
Vontarrius Dora,LB,4,LB
Elie Bouka,DB,2,DB
Kameron Canaday,LS,7,SP
Amir Carlisle,WR,1,WR
Jake Coker,QB,1,QB
Bryson Albright,LB,3,LB
Clay DeBord,OL,2,OL
Danny Dillon,LS,1,SP
Matthias Farley,DB,8,DB
Reid Ferguson,LS,9,SP
Trevon Hartfield,DB,2,DB
Glenn Gronkowski,RB,2,RB
Chris King,WR,1,WR
Lamar Louis,LB,2,LB
Givens Price,DL,3,DL
Jamison Lalk,OL,1,OL
Garrett Swanson,P,1,SP
Marquis Lucas,OL,2,OL
Hakeem Valles,TE,3,TE
Keith Lumpkin,OL,1,OL
Ronald Zamort,DB,4,DB
Eric Striker,LB,1,LB
Shaneil Jenkins,DL,3,DL
Braedon Bowman,TE,3,TE
Julian Whigham,DB,1,DB
Briean Boddy-Calhoun,DB,6,DB
Justin Zimmer,DL,7,DL
Rashod Hill,OL,6,OL
Mike Hilton,DB,9,DB
Henry Krieger-Coble,TE,3,TE
Jamal Robinson,WR,2,WR
Jarrod Wilson,DB,6,DB
Max Wittek,QB,1,QB
Johnny Maxey,DL,3,DL
Will Monday,P,2,SP
Giorgio Newberry,DL,2,DL
Christian Powell,RB,1,RB
David Reeves,TE,1,TE
Canaan Severin,WR,2,WR
DeVaunte Sigler,DL,1,DL
Ryan Brown,DL,2,DL
Tra Carson,RB,5,RB
Alex Cooper,OL,1,OL
David Dean,DL,2,DL
Alex Erickson,WR,9,WR
Antwane Grant,WR,1,WR
Darien Harris,LB,1,LB
Darius Hillary,DB,3,DB
Alonzo Russell,WR,4,WR
John Weidenaar,OL,1,OL
Adairius Barnes,DB,2,DB
Jace Billingsley,WR,3,WR
Quinshad Davis,WR,1,WR
Chase Farris,OL,2,OL
Adam Fuehne,TE,1,TE
Deonte Gibson,DL,1,DL
Jay Lee,WR,1,WR
Charles Washington,DB,7,DB
Ian Wells,DB,1,DB
Cole Wick,TE,5,TE
Jarell Broxton,OL,2,OL
Trevon Coley,DL,8,DL
Anthony Fabiano,OL,5,OL
Cavellis Luckett,LB,1,LB
Wil Lutz,K,9,SP
Stephane Nembot,OL,2,OL
Victor Ochi,LB,2,LB
Mario Ojemudia,LB,1,LB
Patrick Onwuasor,LB,6,LB
Michael Pierce,DL,9,DL
Matt Skura,OL,8,OL
V'Angelo Bentley,DB,1,DB
D.J. Foster,RB,5,RB
Woodrow Hamilton,DL,6,DL
Jonathan Jones,DB,9,DB
Cre'von LeBlanc,DB,7,DB
Steven Scheu,TE,2,TE
Nick Rose,K,3,SP
Will Ratelle,RB,1,RB
Ivan McLennan,LB,1,LB
Cory Johnson,DL,1,DL
Gerald Dixon Jr.,DL,1,DL
Chris Mayes,DL,1,DL
Sharrod Neasman,DB,6,DB
Brandon Wilds,RB,4,RB
David Mims II,DB,1,DB
Brian Poole,DB,6,DB
Devonte Johnson,DB,2,DB
Josh Perkins,TE,4,TE
Jordan Sefon,DB,1,DB
J.D. McKissic,RB,7,RB
Kyle Carter,TE,4,TE
Theiren Cockran,DL,1,DL
Jake Ganus,LB,1,LB
Marken Michel,WR,5,WR
Denzell Perine,DL,1,DL
Jhurrell Pressley,RB,3,RB
Brandon Ross,RB,1,RB
Claudell Louis,DL,1,DL
Joel Stave,QB,2,QB
Ryan DiSalvo,LS,2,SP
Marshall Koehn,K,3,SP
Lafayette Pitts,DB,7,DB
Gabe Hughes,TE,1,TE
Tyler Gray,LB,1,LB
A.J. Hendy,DB,4,DB
Rashawn Scott,WR,3,WR
Farrington Huguenin,DL,4,DL
Akil Blount,LB,1,LB
Ruben Carter,OL,2,OL
Brandon Shippen,WR,3,WR
Geronimo Allison,WR,7,WR
James Burgess,LB,5,LB
Kentrell Brice,DB,5,DB
Beniquez Brown,LB,1,LB
Joe Callahan,QB,4,QB
Makinton Dorleant,DB,3,DB
Jacob Flores,OL,1,OL
Reggie Gilbert,LB,5,LB
Josh Hawkins,DB,5,DB
Don Jackson,RB,1,RB
Andrew Adams,DB,8,DB
Josh James,OL,3,OL
Marshaun Coprich,RB,1,RB
Randall Jette,DB,1,DB
Donte' Deayon,DB,4,DB
Tyler Kuder,DL,1,DL
Michael Hunter,DB,4,DB
Peter Mortell,P,1,SP
Dennis Parks,WR,1,WR
Melvin Lewis,NAN,1,OTHER
Ryan Malleck,TE,3,TE
Herb Waters,WR,4,WR
K.J. Maye,WR,3,WR
Greg Milhouse,DL,2,DL
Romeo Okwara,DL,8,DL
Darius Powe,WR,2,WR
Mike Rose,DL,3,DL
Roger Lewis,WR,4,WR
Brandin Bryant,DL,5,DL
Ben Braunecker,TE,5,TE
Dan Buchholz,OL,1,OL
Taveze Calhoun,DB,4,DB
Don Cherry,LB,2,LB
Derek Keaton,WR,1,WR
John Kling,OL,3,OL
Roy Robertson-Harris,LB,9,LB
Joe Sommers,TE,1,TE
Morgan Fox,DL,9,DL
Aaron Green,RB,2,RB
Nicholas Grigsby,LB,4,LB
Mike Jordan,DB,6,DB
Cory Littleton,LB,8,LB
Paul McRoberts,WR,2,WR
Pace Murphy,OL,5,OL
Marquez North,WR,1,WR
Kache Palacio,LB,2,LB
Brian Randolph,DB,1,DB
Nelson Spruce,WR,3,WR
Keith Baxter,DB,2,DB
Robby Anderson,WR,7,WR
Jason Vander Laan,TE,5,TE
Tarow Barney,DL,1,DL
Quenton Bundrage,WR,1,WR
Kyle Friend,OL,3,OL
Jalin Marshall,WR,2,WR
Ross Martin,K,3,SP
Helva Matungulu,DL,1,DL
Doug Middleton,DB,6,DB
Julien Obioha,DL,1,DL
Claude Pelon,DL,3,DL
Caleb Azubike,NAN,1,OTHER
Jake Brendel,OL,9,OL
Rodney Coe,DL,2,DL
Arjen Colquhoun,DB,1,DB
Ed Eagan,WR,2,WR
David Hedelin,NAN,1,OTHER
Andy Jones,WR,5,WR
Deon King,LB,3,LB
Ryan Mack,OL,1,OL
Jason Neill,LB,1,LB
Boston Stiverson,OL,1,OL
Kevin Anderson,LB,1,LB
Alex Balducci,OL,3,OL
Devon Cajuste,TE,2,TE
Demetrius Cherry,DL,1,DL
Lenny Jones,DL,3,DL
Blake Muir,OL,2,OL
Bryce Treggs,WR,3,WR
Stephen Anderson,TE,8,TE
Ka'imi Fairbairn,K,9,SP
Joel Heath,DL,6,DL
Tevin Jones,WR,6,WR
Ufomba Kamalu,DL,5,DL
Eric Lee,LB,4,LB
Richard Mullaney,WR,2,WR
Shakeel Rashad,LB,2,LB
Brennan Scarlett,LB,7,LB
Duke Thomas,DB,5,DB
Arturo Uzdavinis,OL,2,OL
Soma Vainuku,RB,1,RB
Wendall Williams,WR,2,WR
Lawrence Thomas,DL,3,DL
Peyton Barber,RB,6,RB
Kivon Cartwright,TE,1,TE
Alan Cross,RB,3,RB
Taylor Fallin,OL,1,OL
Russell Hansbrough,RB,3,RB
DaVonte Lambert,DL,4,DL
Cassanova McKinzy,LB,4,LB
Luke Rhodes,LB,9,LB
Elijah Shumate,DB,1,DB
Dez Stewart,WR,2,WR
Channing Ward,DL,3,DL
Winston Rose,DB,3,DB
Vernon Hargreaves,DB,5,DB
Sheldon Rankins,DL,9,DL
Josh Doctson,WR,6,WR
Robert Nkemdiche,DL,5,DL
Derrick Henry,RB,9,RB
Jason Spriggs,OL,7,OL
Su'a Cravens,LB,4,LB
Cody Whitehair,OL,9,OL
Tavon Young,DB,7,DB
Parker Ehinger,OL,6,OL
Ryan Smith,DB,7,DB
Nick Kwiatkoski,LB,8,LB
Deon Bush,DB,9,DB
Demarcus Robinson,WR,9,WR
Deiondre' Hall,DB,4,DB
Evan Boehm,OL,6,OL
Tajae Sharpe,WR,7,WR
Caleb Benenoch,OL,6,OL
Jordan Howard,RB,7,RB
Matthew Ioannidis,DL,4,DL
Wendell Smallwood,RB,6,RB
LeShaun Sims,DB,5,DB
Kevin Hogan,QB,7,QB
Halapoulivaati Vaitai,OL,8,OL
Marqui Christian,DB,6,DB
Cole Toner,OL,7,OL
D.J. White,DB,5,DB
Devante Bond,LB,7,LB
DeAndre Houston-Carson,DB,8,DB
Jakeem Grant,WR,9,WR
Nate Sudfeld,QB,9,QB
Blake Countess,DB,6,DB
Danny Vitale,RB,4,RB
Cody Core,WR,7,WR
Dadi Nicolas,LB,4,LB
Jordan Lucas,DB,6,DB
Harlan Miller,DB,3,DB
Aaron Wallace,LB,4,LB
Jonathan Woodard,DL,4,DL
Daniel Braverman,WR,3,WR
Steven Daniels,LB,2,LB
Jalen Mills,DB,9,DB
Daniel Lasco,RB,3,RB
Alex McCalister,DL,3,DL
Keith Marshall,RB,2,RB
Clayton Fejedelem,DB,7,DB
Zac Brooks,RB,1,RB
Kalan Reed,DB,5,DB
Jake Bernstein,OL,1,OL
Elijhaa Penny,RB,6,RB
Vernon Harris,DB,2,DB
Chris Hubert,WR,2,WR
Tre Jones,DB,1,DB
Mitch Mathews,WR,2,WR
Shakiel Randolph,DB,1,DB
Terrance Smith,LB,6,LB
Trip Thurman,OL,1,OL
Corey Tindal,DB,1,DB
David Glidden,WR,1,WR
Dominique Robertson,NAN,1,OTHER
Shahbaz Ahmed,OL,1,OL
Leonard Wester,OL,5,OL
Frankie Williams,DB,1,DB
Rolan Milligan,DB,5,DB
Brandon Brown-Dukes,RB,2,RB
Marcus Tucker,WR,3,WR
Bryson Keeton,DB,2,DB
Cedric O'Neal,RB,2,RB
Hunter Sharp,WR,4,WR
Myke Tavarres,LB,1,LB
Paul Turner,WR,3,WR
Connor Wujciak,DL,2,DL
Demetris Anderson,DL,1,DL
Brandon Burks,RB,1,RB
Alstevis Squirewell,RB,1,RB
Cory Tucker,OL,1,OL
Darrin Peterson,WR,1,WR
Kevin Peterson,DB,6,DB
Tre Roberson,DB,4,DB
Pete Robertson,LB,4,LB
Tani Tupou,RB,3,RB
Micah Awe,LB,1,LB
Travis Britz,DL,1,DL
Kelby Johnson,OL,1,OL
C.J. Smith,DB,3,DB
John DePalma,LS,1,SP
Quentin Gause,LB,2,LB
Destiny Vaeao,DL,4,DL
Mehdi Abdesmad,DL,2,DL
Lamarcus Brutus,DB,1,DB
Alex Ellis,TE,7,TE
Iosia Iosia,DL,1,DL
Terrell Lathan,DL,1,DL
Tyler Marz,OL,4,OL
Ishaq Williams,DL,2,DL
Nick Ritcher,OL,1,OL
Aldrick Rosas,K,7,SP
Antwaun Woods,DL,7,DL
Jack Allen,OL,3,OL
Joseph Cheek,OL,3,OL
Ken Crawley,DB,7,DB
Sione Houma,RB,1,RB
Landon Turner,OL,4,OL
Dillon Lee,LB,1,LB
Tommylee Lewis,WR,6,WR
Dominique Tovell,LB,1,LB
Mitchell Loewen,DL,4,DL
Jeff Schoettmer,LB,1,LB
Ryker Mathews,OL,1,OL
D.J. Pettway,DL,1,DL
Karl Joseph,DB,7,DB
A'Shawn Robinson,DL,9,DL
James Bradberry,DB,9,DB
Daryl Worley,DB,9,DB
Nick Vigil,LB,9,LB
Connor Cook,QB,3,QB
Joshua Perry,LB,2,LB
Jatavis Brown,LB,5,LB
Drew Kaser,P,4,SP
Derek Watt,RB,7,RB
Donavon Clark,OL,2,OL
Vadal Alexander,OL,3,OL
Beau Sandland,TE,2,TE
Mike Bercovici,QB,2,QB
Kenneth Farrow,RB,4,RB
Tyler Johnstone,OL,1,OL
Chris Landrum,LB,4,LB
Tyler Marcordes,LB,1,LB
Adrian McDonald,DB,2,DB
Mike McQueen,OL,1,OL
Dillon Gordon,OL,5,OL
Shaq Petteway,LB,1,LB
Spencer Pulley,OL,6,OL
DeAndre Reaves,WR,1,WR
Larry Scott,DB,2,DB
Matt Weiser,TE,3,TE
Dom Williams,WR,3,WR
Trevor Williams,DB,5,DB
Carlos Wray,DL,1,DL
C.J. Ham,RB,9,RB
Shannon Edwards,DB,1,DB
Garrick Mayweather,OL,1,OL
Zach Sterup,OL,4,OL
Marwin Evans,DB,4,DB
Terrell Chestnut,DB,1,DB
Ryan Langford,LB,2,LB
Matt Smalley,DB,1,DB
K.J. Brent,WR,4,WR
Ross Burbank,OL,2,OL
Kyrie Wilson,LB,1,LB
James Cowser,DL,4,DL
Oni Omoile,OL,3,OL
Kenneth Durden,DB,5,DB
Ryan O'Malley,TE,3,TE
Antonio Hamilton,DB,9,DB
Tony McRae,DB,5,DB
Johnny Holton,WR,5,WR
Drew Iddings,DL,3,DL
Max McCaffrey,WR,3,WR
Darius Latham,DL,2,DL
Vonn Bell,DB,9,DB
DeAndre Washington,RB,5,RB
Sebastian Tretola,OL,1,OL
Kevon Seymour,DB,9,DB
Riley Dixon,P,9,SP
De'Vante Harris,DB,4,DB
Avery Young,OL,4,OL
Aaron Epps,OL,1,OL
Greg Townsend,DL,1,DL
Carson Wentz,QB,9,QB
Laquon Treadwell,WR,9,WR
Noah Spence,DL,7,DL
Christian Hackenberg,QB,3,QB
Isaac Seumalo,OL,9,OL
Kyler Fackrell,LB,7,LB
Andy Janovich,RB,7,RB
Kolby Listenbee,WR,2,WR
Will Parks,DB,7,DB
Charone Peake,WR,4,WR
Wynton McManis,LB,3,LB
Adrian Bellard,OL,1,OL
Darrell Greene,OL,3,OL
Cayleb Jones,WR,3,WR
Byron Marshall,WR,4,WR
Ronnie Stanley,OL,9,OL
Corey Coleman,WR,6,WR
Vernon Butler,DL,8,DL
Myles Jack,LB,8,LB
Nick Martin,OL,7,OL
Jordan Jenkins,LB,7,LB
Justin Simmons,DB,9,DB
Devontae Booker,RB,6,RB
Zack Sanchez,DB,2,DB
Jordan Payton,WR,2,WR
Jonathan Williams,RB,8,RB
Spencer Drango,OL,5,OL
Rashard Higgins,WR,8,WR
Trey Caldwell,DB,3,DB
Scooby Wright,LB,4,LB
Aziz Shittu,DL,4,DL
Louis Palmer,DL,1,DL
Dominique Alexander,LB,2,LB
Mikell Everette,DB,1,DB
J.P. Holtz,TE,8,TE
Tracy Howard,DB,2,DB
Nile Lawrence-Stample,DL,1,DL
Mike Matthews,OL,3,OL
A.J. Stamps,NAN,1,OTHER
Jeremy Cash,LB,3,LB
Devon Johnson,RB,1,RB
Jared Norris,LB,6,LB
Jared Dangerfield,WR,1,WR
Trae Elston,DB,4,DB
Jamaal Jones,WR,3,WR
Chris Swain,RB,1,RB
Denver Kirkland,OL,4,OL
Jaydon Mickens,WR,8,WR
Terran Vaughn,OL,2,OL
Tyler Boyd,WR,9,WR
Sheldon Day,DL,9,DL
Connor McGovern,OL,9,OL
Kenton Adeyemi,DL,1,DL
Sam Bergen,RB,1,RB
Bennett Okotcha,DB,1,DB
Kieren Duncan,WR,1,WR
Ben LeCompte,NAN,1,OTHER
Ben Roberts,WR,1,WR
Sam Brown,DB,2,DB
Vi Teofilo,OL,1,OL
Jake Lampman,WR,4,WR
Chris Edwards,DB,2,DB
Joe Hansley,WR,1,WR
Branden Jackson,DL,5,DL
Jalen Richard,RB,6,RB
Torian White,OL,1,OL
Joe Licata,QB,1,QB
Jordan Rigsbee,OL,1,OL
Donovan Williams,OL,1,OL
Adolphus Washington,DL,4,DL
Eric Murray,DB,9,DB
Christian Westerman,OL,4,OL
Tyreek Hill,WR,9,WR
M.J. McFarland,TE,2,TE
Austin Traylor,TE,4,TE
Jimmy Pruitt,DB,1,DB
Ezekiel Elliott,RB,9,RB
Jihad Ward,DL,9,DL
Anthony Brown,DB,9,DB
Kavon Frazier,DB,6,DB
Darius Jackson,RB,6,RB
Xavien Howard,DB,8,DB
David Onyemata,DL,9,DL
Jaylon Smith,LB,8,LB
Sean Davis,DB,6,DB
Rico Gathers,TE,4,TE
Jalen Ramsey,DB,9,DB
Cory James,LB,2,LB
Jack Conklin,OL,9,OL
Reggie Ragland,LB,7,LB
T.J. Green,DB,6,DB
Leonte Carroo,WR,3,WR
Thomas Duarte,TE,4,TE
Romar Morris,RB,2,RB
Zach Wood,DL,9,DL
Adam Gotsis,DL,9,DL
Le'Raven Clark,OL,9,OL
Andrew Billings,DL,9,DL
James Ross,LB,1,LB
Jarrett Grace,LB,1,LB
Braxton Miller,WR,4,WR
Javien Elliott,DB,5,DB
Marquise Williams,QB,1,QB
Leonard Floyd,LB,9,LB
Emmanuel Ogbah,DL,9,DL
Kevin Dodd,LB,2,LB
Charles Tapper,DL,4,DL
Derrick Kindred,DB,4,DB
Dak Prescott,QB,9,QB
Keenan Reynolds,WR,4,WR
Ricardo Louis,WR,5,WR
Seth DeValve,TE,5,TE
Ben McCord,TE,1,TE
Lucas Patrick,OL,9,OL
Darian Thompson,DB,6,DB
Kendall Fuller,DB,9,DB
Jerald Hawkins,OL,7,OL
Kyle Coleman,LB,3,LB
Marquis Bundy,WR,3,WR
Devon Bell,PR,1,SP
Hunter Henry,TE,9,TE
KeiVarae Russell,DB,6,DB
Reece Horn,WR,2,WR
Jonathan Bullard,DL,9,DL
Marvin Hall,WR,7,WR
Garrett Griffin,TE,7,TE
Shaq Lawson,DL,9,DL
Shon Coleman,OL,7,OL
Cardale Jones,QB,4,QB
Paul Lang,TE,1,TE
Roberto Aguayo,K,4,SP
Artie Burns,DB,9,DB
Cody Kessler,QB,5,QB
Dalyn Williams,NAN,1,OTHER
Jared Goff,QB,9,QB
William Jackson,DB,7,DB
Paxton Lynch,QB,5,QB
Javon Hargrave,DL,9,DL
Tyler Higbee,TE,9,TE
Pharoh Cooper,WR,7,WR
Temarrick Hemingway,TE,6,TE
Josh Forrest,LB,3,LB
Bryce Cheek,DB,1,DB
Bronson Kaufusi,DL,6,DL
Kenyan Drake,RB,8,RB
Jacoby Brissett,QB,9,QB
B.J. Goodson,LB,6,LB
Shilique Calhoun,LB,7,LB
Yannick Ngakoue,DL,9,DL
Will Redmond,DB,7,DB
Joe Schobert,LB,7,LB
Will Fuller,WR,6,WR
Nolan Frese,LS,1,SP
Carl Nassib,DL,7,DL
Max Tuerk,OL,2,OL
Maliek Collins,DL,9,DL
Kevin Byard,DB,9,DB
Warren Gatewood,DB,1,DB
Ra'Zahn Howard,DL,1,DL
Mandel Dixon,TE,1,TE
Kyler Kerbyson,OL,1,OL
Sam Ficken,K,7,SP
Joel Hale,OL,1,OL
Darnell Sankey,LB,4,LB
Rashaun Simonise,WR,1,WR
Jack Gangwish,DL,1,DL
David Watford,WR,2,WR
Darron Lee,LB,6,LB
Harvey Binford,WR,1,WR
Montario Hunter,WR,1,WR
Joshua Garnett,OL,5,OL
Franky Okafor,WR,1,WR
Clayton Echard,TE,1,TE
Lee Hightower,DB,2,DB
Joey Bosa,DL,9,DL
Jamal Golden,DB,1,DB
Jordan Walsh,OL,1,OL
Matt Pierson,OL,1,OL
Troymaine Pope,RB,6,RB
Malcolm Jackson,DB,1,DB
Alex Chisum,WR,1,WR
Zamir Carlis,DL,1,DL
Jesse Schmitt,LS,1,SP
Chase Price,RB,1,RB
Tylor Harris,DL,2,DL
Kyle Steuck,OL,1,OL
Jake Ceresna,DL,2,DL
Wade Hansen,OL,1,OL
Khaynin Mosley-Smith,DL,1,DL
Andrew Opoku,WR,1,WR
Joe Powell,DB,2,DB
Justin Berger,WR,1,WR
Jake Metz,DL,2,DL
Jimmy Bean,DL,2,DL
Jacob Huesman,RB,2,RB
Otha Foster,DB,1,DB
Deon Lacey,LB,4,LB
Frank Beltre,LB,1,LB
Mitchell White,DB,1,DB
Richie Leone,P,2,SP
Justin McCray,OL,7,OL
Derel Walker,WR,1,WR
Dustin Vaughan,QB,1,QB
Kaleb Ramsey,DL,1,DL
Kasey Redfern,P,2,SP
Dres Anderson,WR,2,WR
Damian Parms,DB,3,DB
Dillon Day,OL,3,OL
Larry Pinkard,WR,1,WR
Arthur Miley,DL,1,DL
Cameron Jefferson,OL,2,OL
Mike Meyer,K,1,SP
Rory Anderson,TE,1,TE
Curtis Grant,LB,1,LB
Ron Thompson,LB,1,LB
Valdez Showers,WR,1,WR
Fahn Cooper,OL,1,OL
Aaron Neary,OL,4,OL
Christian French,LB,1,LB
Eddie Yarbrough,DL,5,DL
Mose Frazier,WR,2,WR
Calvin Heurtelou,DL,1,DL
David Moala,DL,1,DL
Justin Murray,OL,8,OL
Alex Redmond,OL,5,OL
Bryce Williams,TE,2,TE
David Grinnage,TE,2,TE
Cedrick Lang,OL,3,OL
Josh Woodrum,QB,4,QB
Brandon Chubb,LB,3,LB
Ian Seau,DL,1,DL
Jeremiah McKinnon,DB,3,DB
Norman Price,OL,3,OL
Jon Brown,K,3,SP
Keyarris Garrett,WR,1,WR
Jake McGee,TE,2,TE
Nila Kasitati,OL,1,OL
Jalen Simmons,RB,2,RB
Mariel Cooper,DB,1,DB
Jeff Overbaugh,LS,2,SP
Eric Wallace,TE,1,TE
Kendal Thompson,WR,2,WR
Nick Truesdell,TE,1,TE
Isaiah Williams,OL,6,OL
Adam Bighill,LB,1,LB
Boseko Lokombo,LB,1,LB
Jeff Richards,DB,3,DB
Alex Bazzie,LB,1,LB
Jeff Knox,LB,2,LB
Blake Sims,RB,1,RB
Quayvon Hicks,RB,1,RB
Taybor Pepper,LS,7,SP
Taylor Symmank,P,1,SP
Cory Carter,P,3,SP
Chris Briggs,WR,1,WR
Winston Chapman,LS,1,SP
Derek Hart,LS,1,SP
Jordan Mudge,OL,1,OL
Bradley Sylve,DB,1,DB
Jacob Lindsey,LB,1,LB
Cyril Grayson,WR,6,WR
Mo Alie-Cox,TE,8,TE
Sam Irwin-Hill,P,2,SP
Travis Averill,OL,1,OL
Marcelis Branch,DB,3,DB
Daniel Brunskill,OL,8,OL
Deante Burton,WR,5,WR
Reginald Davis,WR,1,WR
Wil Freeman,OL,1,OL
JT Jones,DL,3,DL
Jarnor Jones,DB,1,DB
Andreas Knappe,OL,2,OL
Robert Leff,OL,1,OL
Josh Magee,WR,1,WR
Quincy Mauger,DB,2,DB
Jordan Moore,DB,2,DB
Chris Odom,LB,4,LB
Tyler Renew,RB,1,RB
Christian Tago,LB,1,LB
Alek Torgersen,QB,1,QB
Deron Washington,DB,1,DB
Scott Orndoff,TE,3,TE
Terrish Webb,DB,1,DB
Jermaine Grace,LB,4,LB
Kevin Davis,LB,1,LB
